,사이트,검색 키워드,기업이름,포지션이름,포지션이름 전처리,마감일,상시 채용 여부,경력_min,경력_max,학력,학력 세부정보,제출서류,채용절차,채용형태_전처리,근무시간,근무장소 시,근무장소 구,근무형태,Hard Skill,Soft Skill,Tool,hard plus,soft plus,tool plus,산업군 전처리,설립,사원 수,기업 평균 연봉,기업 유형 전처리,기업 유형 전처리 _세부,매출액,,접수방법,총점,복지 및 급여,업무와 삶의 균형,사내문화,승진 기회,경영진,기업추천율,CEO 지지율,성장 가능성,하이라이트+태그,퇴사,입사,링크
23,원티드,데이터 분석가,바이온사이트,Data Scientist,데이터 사이언티스트,상시채용,1,3,10,999,,999,999,정규직,999,서울,성동,999,"데이터 분석, 데이터 정제, 데이터 추출, 모델링, 성능평가, 데이터 가공","커뮤니케이션 능력, 트렌드, 학습과 성장, 경력 1년, 신약 개발 및 단백체학 분야에 대한 관심","Python, R","신약개발, 화학, 생물학, 데이터 분석, 모델링, 질량분석(MS), 연구 개발, 머신러닝, 딥러닝","영어로 소통, 커뮤니케이션","Linux, git, docker",의료,2020,13,"4,256",중소기업,999,999,,999,999,999,999,999,999,999,999,999,999,"수평적인 기업 문화, 다양한 근무 지원 제도 운영, 요즘 뜨는 산업
 
 
 
  ,유연근무
 
 스타트업
 
 전문연구요원
 
 인공지능
 
 IT, 컨텐츠",6,10,https://www.wanted.co.kr/wd/167495
24,원티드,데이터 분석가,미라파트너스,벤처캐피탈 및 스타트업 분야 데이터 분석가,데이터 분석가,상시채용,1,5,10,999,,999,999,정규직,999,서울,강남,999,"데이터 처리 지식, 데이터 분석 ","커뮤니케이션, 방향성 제시, 인사이트 도출, 통찰력, 개발 지식 ","SQL, DBMS",999,"인사이트 도출, 경영 및 투자 경험, 스타트업 경험",999,컨설팅,2011,26,"4,705",중소기업,999,"19억 1,608만원",,999,1,1,1,1,1,1,999,999,999,"연봉 업계 평균 이상, 일한만큼 받는 보상, 수평적인 기업 문화 ,생일선물
 
 커피
 
 음료
 
 간식
 
 건강검진
 
 수평적조직
 
 성과급
 
 스톡옵션
 
 통신비
 
 연봉업계평균이상
 
 50명이하
 
 설립10년이상
 
 퇴사율5%이하
 
 기타 서비스업",23,22,https://www.wanted.co.kr/wd/203276
25,원티드,데이터 분석가,우아한청년들,딜리버리 사업관리 데이터 분석가(Business Analyst),데이터 분석가,상시채용,1,5,10,999,,999,"채용프로세스 상 서류전형 이후부터는 우아한청년들 채용시스템을 통해서 면접전형이 진행됩니다. 
 - 서류전형 합격 시 우아한청년들 인재영입 사이트 지원서 등록 절차가 진행됨을 사전에 안내드립니다.",정규직,999,서울,송파,999,"데이터 분석, 비즈니스 분석, 문서","커뮤니케이션, 인사이트 도출, 경력 5~10년",SQL,"문서 활용, 데이터 시각화, 대시보드 구축, 데이터 분석",999,"Tableau, Redash, Zeppelin, BI, Python, R, Google ",이커머스,2015,1525,"2,914",중견기업,999,"1조 1,296억 7,493만원",,999,3.3,2.8,3.4,2.8,2.8,2.8,45,58,39,"지속 성장중인 기업, 다양한 근무 지원 제도 운영, 재택근무 ,재택근무
 
 복지포인트
 
 노트북
 
 인원급성장
 
 1,001~10,000명
 
 설립4~9년
 
 주35시간
 
 물류, 운송",2152,2280,https://www.wanted.co.kr/wd/209965
26,원티드,데이터 분석가,알티엠,Senior Data Scientist (이미지 데이터),데이터 사이언티스트,상시채용,1,5,12,"관련 석사,박사","컴퓨터 비전, 영상 처리, 딥러닝",999,999,정규직,999,서울,강남,999,"컴퓨터 비전, 영상 처리, 딥러닝, 머신러닝, 모델링 ","프로젝트 관리, 프로덕트 관리, 리더십, 커뮤니케이션, 협업 능력, 경력 2년 ","Python, Tensorflow, Keras, Pytorch",문서 활용,"협업 능력, 커뮤니케이션",999,제조,2018,45,"6,718",중소기업,999,10.8억,,999,999,999,999,999,999,999,999,999,999,"연봉 업계 평균 이상, 일한만큼 받는 보상, 수평적인 기업 문화 ,커피
 
 간식
 
 스타트업
 
 스톡옵션
 
 식비
 
 복지포인트
 
 인공지능
 
 연봉상위11~20%
 
 50명이하
 
 설립4~9년
 
 퇴사율5%이하
 
 중식제공
 
 주35시간
 
 IT, 컨텐츠",26,8,https://www.wanted.co.kr/wd/180586
27,원티드,데이터 분석가,펑타이그레이터차이나(피티코리아),CX 데이터 분석/운영,데이터 분석가,2024.4.23,1,2,11,학사,,999,- 서류 합격 여부 통보 : 지원서 순차적 확인 후 개별 통보,정규직,선택적시간근무제(코어타임),서울,강남,999,"엑셀, 데이터 분석","분석적 사고, 영어로 소통, 커뮤니케이션, 인사이트 도출, 학사","SQL, Ecxel","리서치, 데이터 분석, 통계, 대시보드 구축","리서치/분석 경험, 관련 전공","Python, SQL, Excel, VBA",마케팅,2000,685,"4,669",중소기업,999,"940억 5,063만원",,999,3.2,2.9,3,3.5,2.8,2.6,54,55,24,"연봉 업계 평균 이상, 지속 성장중인 기업, 일한만큼 받는 보상
  ,건강검진
 
 교육비
 
 성과급
 
 복지포인트
 
 통신비
 
 연봉업계평균이상
 
 인원급성장
 
 301~1,000명
 
 설립10년이상
 
 IT, 컨텐츠",320,400,https://www.wanted.co.kr/wd/215426
28,원티드,데이터 분석가,몰로코,Senior Data Scientist - Ads Performance,데이터 사이언티스트,상시채용,1,3,20,관련 학사,"통계, 운영 연구, 생물정보학, 경제학, 전산 생물학, 컴퓨터 과학, 수학, 물리학, 전기 공학, 산업 공학",999,999,정규직,완전 자율출퇴근제,서울,강남,999,"통계, 실험 설계, 가설 검정, 회귀, 선형회귀, 모델링, 머신러닝 알고리즘, 딥러닝, 랜덤 포레스트, 그래디언트 부스팅 트리, k-평균 클러스터링, SQL, Pandas, Dplyr, 통계, 데이터 분석, 유효성 검사, 데이터 베이스, 빅데이터,","문제 정의, 인사이트 도출, 액션 도출, 커뮤니케이션, 결과 해석, 긍정적인 관계 구축, 협업 능력, 통계학/ 운영 연구/ 생물 정보학/ 경제학/ 계산 생물학/ 컴퓨터 과학/ 수학/ 물리학/ 전기 공학/ 산업 공학 전공, 경력 3년","Python, R, SQL, Pandas, Dplyr","프로젝트 경험, 데이터 분석","리더십, 자기주도적, 지도력, 학습 의지, 창의력, 프로젝트 관리, 방향성, 멀티태스킹, 관련 전공, 석사, 박사",999,응용 소프트웨어 개발,2014,145,"8,351",중소기업,999,"376억 3,173만원",,999,4.4,4.3,3.6,3.9,3.9,4.1,91,100,100,"재택근무 ,자기계발
 
 재택근무
 
 통신비
 
 IT, 컨텐츠",39,39,https://www.wanted.co.kr/wd/191088
29,원티드,데이터 분석가,쿠팡,"Senior/Staff, Data scientist (SCM)",데이터 사이언티스트,상시채용,1,5,20,관련 학사,"컴퓨터 과학, 공학, 수학",999,1. 서류전형 ＞ 1차면접 ＞2차면접 ＞ 처우협의,정규직,999,서울,송파,999,"데이터 추출, 데이터 분석, 통계, 모델링, 통계 모델링, 딥러닝, ML 솔루션 호스팅, 배포, 다항 로지스틱 회귀","커뮤니케이션, 경험 공유, 컴퓨터 공학/수학 학사, 경력 6년",없음,"클라우드 환경, 통계, 통계적분석, 생성형 AI, AI 개발, 데이터 분석, 데이터 사이언스, 빅데이터","관련 전공, 석사, 박사, 모델 배포 경험","AWS, AWS Redshift, S3, EC2, Glue",이커머스,2013,10485,"4,898",대기업,999,"30조 6,640억 300만원",,999,3.2,3,3.1,3.2,2.8,2.7,47,57,43,"연봉 업계 평균 이상, 수평적인 기업 문화, 퇴사율 10% 이하 ,스타트업
 
 연봉업계평균이상
 
 10,001명이상
 
 설립10년이상
 
 퇴사율5%이하
 
 IT, 컨텐츠",12878,5708,https://www.wanted.co.kr/wd/213223
30,원티드,데이터 분석가,센트비,[Corporate Development] Data Analyst,데이터 분석가,상시채용,1,3,8,999,,999,999,정규직,999,서울,강남,999,"데이터 분석, 모바일 서비스 데이터, 코호트 분석, Retention, CLV","커뮤니케이션, 영어로 소통, 인사이트 도출","SQL, Python, Tableau, Redash","데이터 마트 설계, 데이터 마트, 데이터 파이프라인 구축",회계/재무 지식,999,금융,2015,110,"5,331",스타트업,999,46.9억 원,,999,2.9,2.9,3.1,3.3,2.8,2.6,43,57,36,"연봉 업계 평균 이상, 지속 성장중인 기업, 요즘 뜨는 산업 ,간식
 
 자기계발
 
 동호회
 
 핀테크
 
 연봉업계평균이상
 
 인원급성장
 
 51~300명
 
 설립4~9년
 
 금융",9,17,https://www.wanted.co.kr/wd/213508
31,원티드,데이터 분석가,몰로코,Senior/Staff Data Scientist - Growth Analytics,데이터 사이언티스트,상시채용,1,5,20,석사,,999,999,정규직,999,서울,강남,999,"통계, 실험 설계, 가설 검정, 회귀 분석, 시계열 분석, 지표 설정, 비즈니스 분석, 데이터 사이언스","커뮤니케이션, 프로젝트 관리, 우선순위 설정, 협업 능력, 경력 5년, 석사 학위, 교차 문화적 파트에 대한 이해, 영어로 소통, 멀티테스킹 능력, 트렌드","Python, SQL","빅데이터, 데이터 추출, 데이터 분석, 통계, 통계 분석","프로젝트 관리, 문제 해결 능력, 문제 정의, 창의력, 인사이트 도출, 지도력, 자기주도적, 학습 의지, 고객 중심 사고, 관련 전공, 박사, 멀티태스킹",999,응용 소프트웨어 개발,2014,145,"8,351",중소기업,999,"376억 3,173만원",,999,4.4,4.3,3.6,3.9,3.9,4.1,91,100,100,"재택근무 ,자기계발
 
 재택근무
 
 통신비
 
 IT, 컨텐츠",39,39,https://www.wanted.co.kr/wd/189666
32,"원티드,사람인",데이터 분석가,메이크스타,Senior Data Analyst,데이터 분석가,상시채용,1,5,15,학력 무관,,"이력서, 자기소개서",서류 전형 > 직무 면접 > 컬쳐 면접 > 최종합격 > 처우 협의 > 입사,정규직,주 5일(월~금) 탄력근무제,서울,강남,999,"데이터 분석, Funnel 분석, 코호트 분석, CLV, Retention, 서비스 데이터 분석, 데이터 시각화, 데이터 추출, 데이터 가공, 대시보드 구축","커뮤니케이션, 경력 5년","SQL, Tableau, BI, Google BigQuery, Google Cloud Storage, Google Cloud SQL for PostgreSQL, Amazon Aurora MySQL, Google Analytics 4, Google Tag Manager, Apache Airflow, Redash, Grafana",데이터 분석,"커뮤니케이션, 학구심, 협업 능력, 자기 주도적","Python, R",엔터테인먼트,2015,93,"4,456",스타트업,999,297.2억,,점핏에서 지원,2.8,2.4,2.9,2.8,2.7,2.4,38,50,42,"지속 성장중인 기업, 수평적인 기업 문화 ,커피
 
 간식
 
 스타트업
 
 인원급성장
 
 51~300명
 
 설립4~9년
 
 IT, 컨텐츠",42,66,https://www.wanted.co.kr/wd/203288
33,원티드,데이터 분석가,미트박스글로벌,데이터 분석(팀장급),데이터 분석가,상시채용,1,10,15,[우대] 관련 석사,"통계, 산업공학, 컴퓨터공학",999,서류전형 ＞ 1차 면접 ＞ 2차 면접 ＞ 처우협의 ＞ 입사,정규직,999,서울,강남,999,"데이터 분석, 데이터 사이언스, 데이터 추출, 데이터 정제, 모델링, 예측 모델, 시스템 구축","팀 리딩, 커뮤니케이션, 경력 10년","SQL, Python, R","데이터 가공, 데이터 웨어하우스 설계, 데이터 마트 설계, 데이터레이크 설계, 머신러닝, 딥러닝, 클라우드 환경, 플랫폼","클라우드 환경 실무 경험, 관련 전공, 석사, 프로젝트 경험",AWS,유통,2014,80,"5,266",중소기업,999,"669억 1,370만원",,999,2.6,2.7,3.2,2.4,2.4,2.1,24,31,20,"다양한 근무 지원 제도 운영 ,커피
 
 음료
 
 건강검진
 
 택시비
 
 식비
 
 노트북
 
 IT, 컨텐츠",30,39,https://www.wanted.co.kr/wd/198520
34,"원티드, 사람인",데이터 분석가,인터엑스,"데이터분석(시계열 데이터 분석, Data Scientist)","데이터 분석가, 데이터 사이언티스트",상시채용,1,2,5,학력 무관,,이력서,서류 전형 -＞ 사전검증(필요시) -＞ 1차 인터뷰(코딩 테스트) -＞ 2차 인터뷰(필요시) -＞ 정식입사(온보딩),정규직,999,울산,중,999,"머신러닝, 딥러닝, 모델링, Prediction, Anomaly detection, Classification,","주도적, 책임감, 문제 해결능력, 문제정의, 트렌드, LLM에 대한 관심","Python, Tensorflow, Pytorch, Pandas, Matplotlib","머신러닝, 딥러닝, 알고리즘, 이미지 데이터, 영 상데이터, 시계열 데이터, 모델링","논문 및 특허 작성 경험, 프로젝트 경험, 논문 적용, 관련 전공",999,제조,2020,90,"4,778",중소기업,999,121억 8441만원,,점핏에서 지원,2.3,2.3,2.9,2.6,2.2,1.9,19,26,30,"연봉 업계 평균 이상, 지속 성장중인 기업, 수평적인 기업 문화 ,스터디지원
 
 택시비
 
 스타트업
 
 동호회
 
 인공지능
 
 연봉업계평균이상
 
 인원급성장
 
 51~300명
 
 설립4~9년
 
 IT, 컨텐츠",24,47,https://www.wanted.co.kr/wd/192214
35,원티드,데이터 분석가,넛지헬스케어(캐시워크),데이터분석가 (병역특례_현역/보충역),데이터 분석가,상시채용,1,0,0,999,,999,서류전형 -＞ 코딩테스트 -＞ 1차 인터뷰 -＞ 처우협의 및 최종합격,정규직,999,서울,강남,999,없음,없음,없음,999,관련 전공,999,건강,2016,206,"3,945",벤처기업,비상장,"613억 1,855만원",,999,2.4,2.6,3.5,2.4,2.5,2,27,30,27,"지속 성장중인 기업, 수평적인 기업 문화, 다양한 근무 지원 제도 운영 ,음료
 
 야근없음
 
 스타트업
 
 복지포인트
 
 인원급성장
 
 51~300명
 
 설립4~9년
 
 IT, 컨텐츠",56,105,https://www.wanted.co.kr/wd/180914
36,"원티드,사람인",데이터 분석가,롯데정보통신,[Data&AI사업팀] Data Scientist,데이터 사이언티스트,상시채용,1,9,12,대졸(4년),,이력서,"지원서 접수 서류전형 직무테스트/인성진단(온라인) 면접전형 평판조희 채용검진 최종합격
 ▷ 직무테스트/인성진단
 - 직무테스트 : 온라인 코딩테스트 등 실시 예정
 - 인성진단 방식 : 온라인 진단 ▷ 면접전형
 - 1차면접 : 역량면접
 - 2차면접 : 인성면접
 - 1차면접 합격자 대상으로 2차면접 안내 예정
 ※ 면접유형 및 방식은 향후 변경될 수 있습니다. • 해외 여행 및 건강상 결격 사유가 없는 분
 • 4년제 학사 학위 보유 필수
 • 병역필 혹은 면제자",정규직,선택적 근무시간제,서울,금천,999,"데이터 분석, 분석 설계, 데이터 진단, 모델링","문제 정의, 방향성 제시",없음,글로벌 컨설팅 경험,"분석 방법론, 신기술 적용, 경력",999,응용 소프트웨어 개발,2017,2808,"7,100",대기업,999,9125.9억,,"사람인 지원, 점핏에서 지원",2.7,2.6,3.1,2.6,2.7,2.2,30,35,12,"퇴사율 10% 이하, 다양한 근무 지원 제도 운영, 자유로운 휴가 ,어린이집
 
 건강검진
 
 단체보험
 
 유연근무
 
 복지포인트
 
 1,001~10,000명
 
 설립4~9년
 
 퇴사율5%이하
 
 육아휴직
 
 출산휴가
 
 IT, 컨텐츠",322,246,https://www.wanted.co.kr/wd/213442
37,원티드,데이터 분석가,쿠팡,"Staff, Data Analyst (Eats Strategy)",데이터 분석가,상시채용,1,6,20,[우대] 관련 학사,"Finance, Economics, Statistics",999,"1. 서류전형(영문이력서필수) - 1차면접(온라인) - 2차면접(온라인) - 최종 합격 
  2. 전형 절차는 직무별로 다르게 운영될 수 있으며, 일정 및 상황에 따라 변동될 수 있습니다. 
  3. 전형 일정 및 결과는 지원서에 등록하신 이메일로 개별 안내 드립니다.",정규직,999,서울,강남,999,"비즈니스 분석, 데이터 분석, 데이터 사이언스, FP&A, 모델링, 차원 모델링, 빅데이터, 데이터 시각화, 통계","분석적 사고, 디테일, 비즈니스 감각, 효율적, 빠르고 역동적인 환경, 멀티테스킹 역량, 학사, 경력 5~8년","SQL, HQL, ETL, Excel, Tableau, Power BI","이커머스, 음식배달 업계, IT 산업, 데이터 분석","관련 전공, 석사, 박사, MBA, 스타트업 경험, 팀 리딩",Python,이커머스,2013,10485,"4,898",대기업,999,"30조 6,640억 300만원",,999,3.2,3,3.1,3.2,2.8,2.7,47,57,43,"연봉 업계 평균 이상, 수평적인 기업 문화, 퇴사율 10% 이하 ,스타트업
 
 연봉업계평균이상
 
 10,001명이상
 
 설립10년이상
 
 퇴사율5%이하
 
 IT, 컨텐츠",12878,5708,https://www.wanted.co.kr/wd/196128
38,원티드,데이터 분석가,하쿠호도제일,데이터 분석가 (팀장급),데이터 분석가,상시채용,1,6,8,대졸(4년),,999,999,정규직,999,서울,마포,999,"데이터 분석, 광고 관련 업종","논리적 사고, 학사, 경력 6년",없음,"App/Web 서비스 데이터, LTV, AARRR, 코호트 분석, Funnel 분석, 온라인 광고, 데이터 분석, 클라우드 환경, 분류 분석, 모델링, 머신러닝, 딥러닝, 사용자 행동 로그, 데이터 수집, 데이터 가공, 프로그래밍 언어, 플랫폼 기획","인사이트 도출, 액션 도출, IT 경험, DT 경험, 커뮤니케이션, 협업 능력, 온라인 광고 기술에 대한 이해, CDP 경험","AWS, GCP, Salesforce, Python, SQL",마케팅,1989,46,"6,750",중견기업,999,"182억 2,543만원",,999,2.6,2.6,2.1,2.7,2.9,2.3,37,34,9,"연봉 업계 평균 이상, 수평적인 기업 문화, 퇴사율 10% 이하 ,건강검진
 
 교육비
 
 연봉상위11~20%
 
 50명이하
 
 설립10년이상
 
 퇴사율5%이하
 
 워크샵
 
 IT, 컨텐츠",18,18,https://www.wanted.co.kr/wd/200700
39,원티드,데이터 분석가,쿠팡,Staff Data Engineer/Data Scientist (S&OP,"데이터 엔지니어, 데이터 사이언티스트",상시채용,1,8,20,관련 학사,"공학,수학",999,서류전형 - 전화면접 - 대면(화상)면접 – 최종 합격,정규직,999,서울,송파,999,"코딩 경험, 대시보드 구축, 데이터 파이프라인 구축, 시스템 확장","문제 정의, 커뮤니케이션, 자기 주도성, 혁신성, 문제 해결, 책임감, 공학/수학 학위, 협업 능력, 긍정적인 관계 구축","Python, R, Hive, PowerBI, Tableau, R Shiny","대용량 데이터 분산처리, 데이터 베이스, BI, 대시보드 구축, 자동화, 전자상거래, 공급망 분석, 공급망 설계, 데이터 분석, 데이터 파이프라인 구축","인사이트 도출, 문제 정의, 문제 해결 능력, 창의력, 방향성, 스타트업 경험, 협업 능력, 커뮤니케이션","AWS, Python, SQL",이커머스,2013,10485,"4,898",대기업,999,"30조 6,640억 300만원",,999,3.2,3,3.1,3.2,2.8,2.7,47,57,43,"연봉 업계 평균 이상, 수평적인 기업 문화, 퇴사율 10% 이하 ,스타트업
 
 연봉업계평균이상
 
 10,001명이상
 
 설립10년이상
 
 퇴사율5%이하
 
 IT, 컨텐츠",12878,5708,https://www.wanted.co.kr/wd/206163
